1580. Akira Yamaoka - The Reverse Will [processor=172.16.112.22,exit=1,duration=4.29s]
1581. Akira Yamaoka - Theme Of Laura [processor=172.16.112.22,exit=1,duration=3.86s]
1582. Akira Yamaoka - Heaven's Night [processor=172.16.112.22,exit=1,duration=2.59s]
1583. Akira Yamaoka - Magdalene [processor=172.16.112.22,exit=1,duration=2.52s]
1584. Akira Yamaoka - Laura Plays The Piano [processor=localhost,exit=1,duration=4.22s]
1585. Akira Yamaoka - Theme Of Laura (Reprise) [processor=172.16.112.22,exit=1,duration=2.37s]
1586. Akira Yamaoka - Promise (Reprise) [processor=172.16.112.22,exit=1,duration=2.36s]
1587. Akira Yamaoka - Forest [processor=172.16.112.22,exit=1,duration=2.17s]
1588. Akira Yamaoka - Ordinary Vanity [processor=172.16.112.22,exit=1,duration=2.27s]
1589. Akira Yamaoka - Pianissimo Epilogue [processor=172.16.112.22,exit=1,duration=2.21s]
1590. Akira Yamaoka - White Noiz [processor=172.16.112.22,exit=1,duration=1.80s]
2035. Annie Lennox - A thousand beautiful things [processor=localhost,exit=0,duration=8.38s,speed=22.24x]
2037. Antonio Pinto - Agora Adultos [processor=localhost,exit=0,duration=12.63s,speed=19.58x]
2038. Unknown Artist - Aphex twin - 14th avril(ragga mix).mp3 [processor=localhost,exit=0,duration=11.39s,speed=22.99x]
2039. Apparat - Arcadia (Video edit) [processor=localhost,exit=0,duration=11.92s,speed=20.23x]
2040. Apparat - Arcadia [processor=localhost,exit=0,duration=13.88s,speed=22.34x]
2041. Aquapura - 17 (Aquapura Radio Edit) [processor=localhost,exit=0,duration=9.87s,speed=22.31x]
2042. Armin van buuren ft sharon den adel - in and out of love (http://mp3xa.net) [processor=localhost,exit=0,duration=8.46s,speed=21.65x]
2044. Armor For Sleep - Flying Above Everything [processor=localhost,exit=0,duration=6.17s,speed=21.81x]
2043. Armin van Buuren feat. Sharon - In and out of love(rmx) [processor=localhost,exit=0,duration=11.91s,speed=23.98x]
2045. Asa - Be My Man [processor=localhost,exit=0,duration=10.25s,speed=21.42x]
2046. Asa - Subway [processor=localhost,exit=0,duration=12.26s,speed=22.98x]
2048. Atmasfera - Brahma-Samhita [processor=172.16.112.22,exit=65280,duration=5.02s,speed=0.00x]
2049. Au4 - Everyone is Everyone (And Everything is Everything) [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
2050. AWOLNATION - All I Need [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
2031. Angus and Julia Stone - Silver Coin [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
2047. Astrud Gilberto - The Gentle Rain (RJD2 Remix) [processor=localhost,exit=0,duration=15.40s,speed=23.46x]
2051. Awolnation - Jump On My Shoulders [processor=localhost,exit=0,duration=10.77s,speed=23.08x]
2033. Anna Netrebko - LLoyd Webber: Pie Jesu [processor=localhost,exit=0,duration=11.23s,speed=19.75x]
2032. Angus And Julia Stone - The Devil's Tears [processor=localhost,exit=0,duration=13.06s,speed=21.45x]
2048. Atmasfera - Brahma-Samhita [processor=localhost,exit=0,duration=13.02s,speed=23.31x]
2036. Unknown Artist - Òðåê  1 [processor=localhost,exit=0,duration=14.53s,speed=22.45x]
2050. AWOLNATION - All I Need [processor=localhost,exit=0,duration=9.95s,speed=21.90x]
2049. Au4 - Everyone is Everyone (And Everything is Everything) [processor=localhost,exit=0,duration=17.83s,speed=21.76x]
2031. Angus and Julia Stone - Silver Coin [processor=localhost,exit=0,duration=12.96s,speed=22.83x]
2052. Awolnation - Kill Your Heros [processor=localhost,exit=0,duration=7.97s,speed=22.45x]
2055. Bananarama - Cruel Summer [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
2056. Beirut - Postcards from Italy [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
2057. Bent - Kisses [processor=172.16.112.22,exit=65280,duration=5.07s,speed=0.00x]
2058. Bent - Sunday Boy [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
2053. Awolnation - Not Your Fault [processor=localhost,exit=0,duration=10.77s,speed=22.52x]
2054. AWOLNATION - Sail [processor=localhost,exit=0,duration=13.06s,speed=20.25x]
2059. The Very Best of Movie Soundtracks - American Beauty - Soundtrack_Opening Theme [processor=localhost,exit=0,duration=9.87s,speed=19.89x]
2060. Bill Withers - Aint No Sunshine When Shes Gone [processor=localhost,exit=0,duration=5.96s,speed=21.04x]
2062. Zwan - Think You Know [processor=localhost,exit=0,duration=9.40s,speed=23.95x]
2061. Billie Myers - Kiss The Rain [processor=localhost,exit=0,duration=12.20s,speed=22.15x]
2063. Fyfe Dangerfield - She's Always A Woman [processor=localhost,exit=0,duration=8.38s,speed=23.24x]
2064. birdy - shelter (the xx cover) [processor=localhost,exit=0,duration=10.24s,speed=21.71x]
2065. Birdy - Shelter [processor=localhost,exit=0,duration=10.74s,speed=20.70x]
2066. Bjork - All Is Full Of Love (Plaid) [processor=localhost,exit=0,duration=12.54s,speed=20.24x]
2067. Bjork - All Is Full of Love [processor=localhost,exit=0,duration=12.57s,speed=22.78x]
2068. Bjork - Pagan Poetry [processor=localhost,exit=0,duration=14.12s,speed=22.27x]
2070. Bjork feat Tom York - I've Seen It All [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
2071. Black - Wonderful Life [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
2072. Unknown Artist - Black attack - Bang bang.mp3 [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
2069. Bjork - New World [processor=localhost,exit=0,duration=12.45s,speed=20.71x]
2074. Bloc Party - This Modern Love [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
2073. Bloc Party - Better Than Heaven [processor=localhost,exit=0,duration=12.00s,speed=21.82x]
2075. Blue Foundation - Bonfires [processor=localhost,exit=0,duration=11.73s,speed=21.81x]
2076. Blue Foundation - Eyes on Fire [processor=localhost,exit=0,duration=14.42s,speed=21.15x]
2077. Blue States - Season Song [processor=localhost,exit=0,duration=10.70s,speed=23.85x]
2079. Bobby Darin - Dream Lover [processor=localhost,exit=0,duration=5.65s,speed=26.88x]
2078. Bob Marley - Redemption Song [processor=localhost,exit=0,duration=10.34s,speed=21.99x]
2080. Unknown Artist - Bobby Darin - Once Upon A Time.mp3 [processor=localhost,exit=0,duration=8.14s,speed=23.15x]
2081. Bobby Darin - Call Me Irresponsible [processor=localhost,exit=0,duration=9.29s,speed=23.85x]
2082. Bobby Vinton - Blue Velvet [processor=localhost,exit=0,duration=8.00s,speed=21.25x]
2083. Body Language - You Can [processor=localhost,exit=0,duration=10.00s,speed=23.09x]
2084. Bon Iver - Holocene [processor=localhost,exit=0,duration=17.20s,speed=19.58x]
2086. Boney M - Sunny [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
2055. Bananarama - Cruel Summer [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
2056. Beirut - Postcards from Italy [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
2057. Bent - Kisses [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
2085. Bon Iver - I Can't Make You Love Me [processor=localhost,exit=0,duration=18.58s,speed=21.12x]
2058. Bent - Sunday Boy [processor=localhost,exit=0,duration=20.32s,speed=17.38x]
2070. Bjork feat Tom York - I've Seen It All [processor=localhost,exit=0,duration=17.04s,speed=19.45x]
2071. Black - Wonderful Life [processor=localhost,exit=0,duration=14.11s,speed=20.45x]
2072. Unknown Artist - Black attack - Bang bang.mp3 [processor=localhost,exit=0,duration=12.26s,speed=19.24x]
2074. Bloc Party - This Modern Love [processor=localhost,exit=0,duration=13.97s,speed=19.02x]
2086. Boney M - Sunny [processor=localhost,exit=0,duration=13.15s,speed=18.53x]
2055. Bananarama - Cruel Summer [processor=localhost,exit=0,duration=11.67s,speed=17.85x]
2056. Beirut - Postcards from Italy [processor=localhost,exit=0,duration=13.86s,speed=18.59x]
2087. Bonobo - Ketto [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
2088. Bonobo - Kong [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
2089. Bonobo - Nightlite (Feat. Bajka) [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
2090. Boston - More Than A Feeling [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
2057. Bent - Kisses [processor=localhost,exit=0,duration=16.30s,speed=19.46x]
2091. Brandi Carlile - Before It Breaks [processor=localhost,exit=0,duration=11.71s,speed=20.16x]
2093. Unknown Artist - Brian McNight & Nelly - All Night Long (Bad slow nigga).mp3 [processor=localhost,exit=0,duration=11.52s,speed=22.38x]
2092. Brasstronaut - The Grove [processor=localhost,exit=0,duration=14.26s,speed=22.08x]
2094. bright eyes - First Day Of My Life [processor=localhost,exit=0,duration=9.15s,speed=20.64x]
2095. Broken Bells - October [processor=localhost,exit=0,duration=9.18s,speed=23.95x]
2096. Buddha-Bar (CD Series) - Naomi - White [processor=localhost,exit=0,duration=10.91s,speed=21.52x]
2097. Cafe Del Mar - Lazy Summer Days [processor=localhost,exit=0,duration=14.46s,speed=22.25x]
2098. Cafe Ibiza - Äîðîæêà 06 [processor=localhost,exit=0,duration=10.01s,speed=24.88x]
2099. Cafe Tacvba - Avientame [processor=localhost,exit=0,duration=6.90s,speed=23.78x]
2101. Candy Cane - Exposure [processor=localhost,exit=0,duration=8.99s,speed=22.87x]
2102. Carla Bruni - Le Plus Beau Du Quartier [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
2103. Carla Bruni - Quelqu'un m'a dit [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
2100. Camo & Krooked feat. Ayah Marar - Cross The Line (Metrik Remix) [processor=localhost,exit=0,duration=13.26s,speed=21.73x]
2104. Carmen Mcrae With The Dave Brubeck Quartet - Take Five [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
2105. Carpark North - Human (Original Version) [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
2106. WaP.Ka4Ka.Ru - cassius -  - ..i love you so par bulma [processor=localhost,exit=0,duration=9.42s,speed=22.75x]
2107. Cee-Lo Green - I Want You (Hold on to Love) [processor=localhost,exit=0,duration=10.04s,speed=21.53x]
2108. Cesaria Evora - Tiempo y silencio [processor=localhost,exit=0,duration=9.75s,speed=20.49x]
2109. Chemical Brothers - Swoon (Boyz Noize Summer Mix) [processor=localhost,exit=0,duration=13.73s,speed=23.54x]
2110. chicago - Chicago - Baby, Please Dont Go.mp3 [processor=localhost,exit=0,duration=11.37s,speed=20.56x]
2111. Chicago - Hard To Say I'm Sorry Get Away [processor=localhost,exit=0,duration=14.05s,speed=21.86x]
2112. Chris Botti - Embraceable You [processor=localhost,exit=0,duration=11.07s,speed=23.93x]
2114. Cilantro - El perro [processor=localhost,exit=0,duration=0.88s,speed=20.42x]
2113. Chris Rea - Lookin For The Summ [processor=localhost,exit=0,duration=14.40s,speed=21.13x]
2115. Citizen Cope - Son's Gonna Rise [processor=localhost,exit=0,duration=11.58s,speed=20.21x]
2116. Cocorosie - Candyland [processor=localhost,exit=0,duration=8.82s,speed=19.76x]
2117. CocoRosie - Madonna [processor=localhost,exit=0,duration=10.37s,speed=22.12x]
2118. Colin Hay - Overkill(Scrubs Soundtrack) [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
2119. Colin Hay - Overkill [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
2120. Coolio - Sunshine [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
2122. COREADORE - Cry, baby, cry [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
2123. COREADORE - Discovery [processor=localhost,exit=0,duration=14.90s,speed=21.00x]
2121. COREADORE - Black Sea [processor=localhost,exit=0,duration=17.91s,speed=22.00x]
2124. Unknown Artist - Crash Test Dummies - Mmm Mmm Mmm Mmm.mp3 [processor=localhost,exit=0,duration=9.95s,speed=24.15x]
2125. Crazy P - Eruption [processor=localhost,exit=0,duration=16.23s,speed=22.51x]
2127. Crowded House - Four Seasons In One Day [processor=localhost,exit=0,duration=7.51s,speed=22.65x]
2126. Crazy P - Heartbreaker [processor=localhost,exit=0,duration=14.68s,speed=22.27x]
2129. Crystal Castles - Birds [processor=localhost,exit=0,duration=7.25s,speed=20.78x]
2128. Crystal Castles - Baptism [processor=localhost,exit=0,duration=12.24s,speed=20.67x]
2130. Crystal Castles - Crimewave (Crystal Castles vs. Health) [processor=localhost,exit=0,duration=13.02s,speed=20.01x]
2131. Crystal Castles - Empathy [processor=localhost,exit=0,duration=11.71s,speed=21.45x]
2133. Crystal Castles - Vanished [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
2134. Crystal Castles - Vietnam [processor=172.16.112.22,exit=65280,duration=5.02s,speed=0.00x]
2135. Crystal Castles - Violent Dreams [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
2137. CunninLynguists - Beautiful Girl [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
2132. Unknown Artist - Crystal Castles - Not In Love (feat. Robert Smith).mp3 [processor=localhost,exit=0,duration=9.67s,speed=23.43x]
2136. CSLSX - Keep On Shining [processor=localhost,exit=0,duration=15.72s,speed=21.83x]
2138. Cut Copy - Lights And Music [processor=localhost,exit=0,duration=12.26s,speed=22.63x]
2139. Daft Punk - Harder, Better, Faster, Stronger [processor=localhost,exit=0,duration=10.57s,speed=21.33x]
2087. Bonobo - Ketto [processor=localhost,exit=0,duration=14.38s,speed=21.34x]
2088. Bonobo - Kong [processor=localhost,exit=0,duration=11.31s,speed=21.04x]
2089. Bonobo - Nightlite (Feat. Bajka) [processor=localhost,exit=0,duration=14.15s,speed=21.88x]
2090. Boston - More Than A Feeling [processor=localhost,exit=0,duration=12.71s,speed=22.11x]
2102. Carla Bruni - Le Plus Beau Du Quartier [processor=localhost,exit=0,duration=9.15s,speed=23.00x]
2103. Carla Bruni - Quelqu'un m'a dit [processor=localhost,exit=0,duration=8.25s,speed=20.46x]
2104. Carmen Mcrae With The Dave Brubeck Quartet - Take Five [processor=localhost,exit=0,duration=5.82s,speed=23.09x]
2105. Carpark North - Human (Original Version) [processor=localhost,exit=0,duration=6.67s,speed=22.26x]
2118. Colin Hay - Overkill(Scrubs Soundtrack) [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
2120. Coolio - Sunshine [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
2122. COREADORE - Cry, baby, cry [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
2119. Colin Hay - Overkill [processor=localhost,exit=0,duration=7.75s,speed=22.44x]
2133. Crystal Castles - Vanished [processor=172.16.112.22,exit=65280,duration=5.02s,speed=0.00x]
2134. Crystal Castles - Vietnam [processor=localhost,exit=0,duration=14.40s,speed=21.41x]
2135. Crystal Castles - Violent Dreams [processor=localhost,exit=0,duration=12.66s,speed=21.75x]
2137. CunninLynguists - Beautiful Girl [processor=localhost,exit=0,duration=9.08s,speed=22.55x]
2118. Colin Hay - Overkill(Scrubs Soundtrack) [processor=localhost,exit=0,duration=7.22s,speed=24.08x]
2120. Coolio - Sunshine [processor=localhost,exit=0,duration=13.79s,speed=24.01x]
2122. COREADORE - Cry, baby, cry [processor=localhost,exit=0,duration=15.09s,speed=20.81x]
2133. Crystal Castles - Vanished [processor=localhost,exit=0,duration=11.27s,speed=21.57x]
2140. Daft punk - Something about us [processor=localhost,exit=0,duration=12.13s,speed=18.97x]
2141. Daniel Licht - Deborah Loves Rudy/The House [processor=localhost,exit=0,duration=9.72s,speed=19.75x]
2144. David Darling - Sweet River [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
2145. David Usher - Love Will Save The Day [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
2142. Unknown Artist - Darren Hayes - To the moon and back.mp3 [processor=localhost,exit=0,duration=15.51s,speed=22.07x]
2146. Unknown Artist - dead mau5 - i remember vocal mix-pfooh.mp3 [processor=172.16.112.22,exit=65280,duration=5.05s,speed=0.00x]
2143. Dave Matthews - Some Devil [processor=localhost,exit=0,duration=11.20s,speed=21.87x]
2147. Unknown Artist - Deadmau5 - Aural Psynapse (Original Mix).mp3 [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
2149. Unknown Artist - Deadmau5 - The Veldt (Long Radio Edit).mp3 [processor=localhost,exit=0,duration=24.69s,speed=21.16x]
2148. Deadmau5 - Strobe [processor=localhost,exit=0,duration=27.68s,speed=22.75x]
2151. Deadmau5 & Kaskade - I Remember [processor=localhost,exit=0,duration=10.63s,speed=21.72x]
2150. Deadmau5 & Kaskade - Move for me (Unu7ual DubStep) [processor=localhost,exit=0,duration=11.33s,speed=22.17x]
2152. Deadmau5 feat. Rob Swire - Ghosts N Stuff (Radio Edit) [processor=localhost,exit=0,duration=8.33s,speed=23.04x]
2153. Unknown Artist - Deadmau5 feat. Rob Swire (Pendulum) - Ghosts And Stuff.mp3 [processor=localhost,exit=0,duration=8.66s,speed=22.15x]
2154. [mp3ex.net]deadmau5 feat. kaskade - i remember [processor=localhost,exit=0,duration=9.38s,speed=21.33x]
2155. Dean Martin - King Of the Road (with Kevin Spacey) [processor=localhost,exit=0,duration=9.21s,speed=21.07x]
2157. Demian Feriy - Acrylic dew [processor=localhost,exit=0,duration=3.79s,speed=21.97x]
2158. Demis Roussos & Vangelis - Spring, summer, winter & fall [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
2159. Dennis Sheperd - Fallen Angel (ft. Ana Criado and Cold Blue) (Dennis Sheperd Club Mix) [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
2156. Del Amitri - Tell Her This [processor=localhost,exit=0,duration=8.50s,speed=22.75x]
2161. DEPARTURE LOUNGE - DEPARTURE LOUNGE - 'animals on my mind ' [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
2162. Departure Lounge - Too Late to Die Young [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
2160. Departure Lounge -  Alone Again And [processor=localhost,exit=0,duration=11.94s,speed=23.89x]
2163. Devics - Just One Breath [processor=localhost,exit=0,duration=10.66s,speed=22.07x]
2164. Daniel Licht - Wink [processor=localhost,exit=0,duration=6.42s,speed=19.88x]
2165. Digitalism - 2 Hearts [processor=localhost,exit=0,duration=11.05s,speed=21.43x]
2166. Digitalism - Idealistic [processor=localhost,exit=0,duration=11.20s,speed=22.39x]
2167. Digitalism - Just Gazin' [processor=localhost,exit=0,duration=9.77s,speed=21.16x]
2168. EA Trax - Digitalism - Pogo (OST Need For Speed - ProStreet).mp3 [processor=localhost,exit=0,duration=9.64s,speed=23.52x]
2169. Digitalism - Pogo (Shinichi Osawa Remix) [processor=localhost,exit=0,duration=16.38s,speed=22.42x]
2170. Dire Strait - Brothers in the Arms [processor=localhost,exit=0,duration=17.99s,speed=23.48x]
2171. Unknown Artist - Dj Tiesto - I will be here.mp3 [processor=localhost,exit=0,duration=11.09s,speed=21.66x]
2174. Unknown Artist - Doves - Kingdom of Rust.mp3 [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
2175. Doves - Sea Song [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
2176. Doves - The man who told everything [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
2177. Doves - The Storm [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
2172. DJ Tiesto - In My Memory [processor=localhost,exit=0,duration=16.97s,speed=21.73x]
2173. Unknown Artist - Dj Tiesto and Sneaky Sound System -  I Will be there wolfgang gartner rmx) [processor=localhost,exit=0,duration=10.81s,speed=20.57x]
2178. Unknown Artist - Please Don't Make Me Love You [processor=localhost,exit=0,duration=6.97s,speed=25.63x]
2180. Duke Ellington - Take The 'a  Train [processor=localhost,exit=0,duration=7.19s,speed=24.26x]
2179. Dubstepbaster feat. Nicole Scherzinger - Save me from myself (2011 dubstep remix) [processor=localhost,exit=0,duration=16.56s,speed=21.85x]
2181. Duran Duran - Ordinary World [processor=localhost,exit=0,duration=15.01s,speed=22.43x]
2183. Unknown Artist - Earth Wind & Fire - Dancing in September.mp3 [processor=localhost,exit=0,duration=10.05s,speed=22.39x]
2184. Earth, Wind &amp/Fire - Fantasy [processor=localhost,exit=0,duration=12.37s,speed=22.41x]
2186. Elbow - Independent Woman [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
2187. Elbow - My Very Best [processor=172.16.112.22,exit=65280,duration=5.02s,speed=0.00x]
2188. Elbow - Puncture Repair [processor=172.16.112.22,exit=65280,duration=5.03s,speed=0.00x]
2185. Elbow - Grounds For Divorce [processor=localhost,exit=0,duration=10.22s,speed=21.48x]
